area_type,location,size,total_sqft,bath,balcony,price (in lakhs)
3,1306,2.0,625.0,2.0,1.0,24.0
0,29,1.0,840.0,2.0,2.0,50.0
3,522,4.0,2502.0,4.0,2.0,180.0
3,485,2.0,900.0,2.0,1.0,27.0
0,658,3.0,2200.0,3.0,1.0,121.0
3,1252,1.0,750.0,1.0,1.0,51.0
3,799,3.0,1600.0,3.0,3.0,58.0
3,326,3.0,1365.0,2.0,2.0,49.0
0,1306,3.0,1300.0,3.0,2.0,64.0
3,535,2.0,1260.0,2.0,2.0,35.0
3,422,2.0,1190.0,2.0,2.0,33.92
3,539,3.0,2480.0,4.0,1.0,260.0
3,1236,3.0,1250.0,3.0,2.0,38.0
3,204,3.0,1510.0,3.0,3.0,47.57
3,72,2.0,1187.0,2.0,1.0,59.0
3,731,2.0,1120.0,2.0,1.0,53.76
3,397,3.0,1717.0,3.0,3.0,99.0
0,1306,3.0,2099.0,3.0,2.0,95.0
3,673,2.0,1100.0,2.0,2.0,58.0
0,216,3.0,1465.0,2.0,1.0,45.87
3,506,3.0,1255.0,2.0,1.0,90.0
3,62,2.0,1220.0,2.0,3.0,88.0
0,419,2.0,1065.0,2.0,1.0,30.88
0,1118,3.0,1765.0,3.0,3.0,80.0
3,236,2.0,1281.0,2.0,2.0,87.0
3,417,2.0,1210.0,2.0,2.0,25.0
1,637,2.0,1215.0,2.0,3.0,43.0
2,121,4.0,1200.0,3.0,1.0,87.0
3,837,2.0,1237.0,2.0,2.0,73.0
3,745,2.0,1300.0,2.0,1.0,70.0
3,1252,2.0,1105.0,2.0,2.0,39.99
3,304,3.0,1505.0,2.0,2.0,42.0
3,514,4.0,3900.0,5.0,2.0,310.0
0,194,2.0,1186.0,2.0,3.0,65.0
2,286,4.0,900.0,3.0,1.0,51.0
3,688,2.0,750.0,2.0,1.0,35.5
0,1190,2.0,1083.0,2.0,2.0,28.0
0,1306,3.0,1430.0,2.0,1.0,78.65
3,1148,2.0,1056.0,2.0,2.0,68.0
3,1306,3.0,2108.0,3.0,3.0,85.0
3,194,3.0,1650.0,3.0,2.0,101.0
0,419,3.0,1220.0,3.0,1.0,36.6
3,999,2.0,1198.0,2.0,1.0,54.0
3,416,2.0,1190.0,2.0,1.0,70.0
0,1306,2.0,900.0,2.0,1.0,41.0
3,1306,4.0,2690.0,4.0,2.0,185.0
0,658,2.0,1340.0,2.0,2.0,65.0
2,1252,2.0,2324.0,2.0,2.0,26.73
3,1261,2.0,1260.0,2.0,2.0,59.2
3,1141,3.0,2254.0,3.0,2.0,153.0
3,896,3.0,2990.0,5.0,1.0,210.0
0,1306,4.0,1800.0,5.0,1.0,250.0
0,575,2.0,820.0,2.0,1.0,45.0
3,417,2.0,1296.0,2.0,2.0,65.0
3,1179,2.0,1190.0,2.0,1.0,53.55
3,1252,2.0,1173.0,2.0,1.0,77.0
2,1041,3.0,1800.0,3.0,2.0,90.0
3,1038,2.0,913.0,2.0,1.0,36.0
3,535,3.0,1176.0,2.0,1.0,35.27
0,941,3.0,1620.0,3.0,2.0,65.0
3,264,3.0,2968.0,3.0,2.0,225.0
3,1261,2.0,1519.0,2.0,3.0,65.0
3,397,3.0,1594.0,3.0,2.0,99.0
3,679,2.0,1250.0,2.0,1.0,68.0
3,506,2.0,1056.0,2.0,1.0,60.0
2,1252,3.0,1200.0,3.0,1.0,68.4
0,1306,2.0,1150.0,2.0,1.0,48.0
3,109,2.0,1464.0,2.0,1.0,145.0
2,126,4.0,1200.0,2.0,1.0,36.0
3,731,2.0,1047.0,2.0,1.0,82.62
0,529,2.0,1065.0,2.0,1.0,45.0
0,976,3.0,2300.0,3.0,3.0,369.0
3,990,2.0,1000.0,2.0,1.0,62.0
3,757,3.0,1682.0,3.0,1.0,113.0
3,509,3.0,1756.0,3.0,2.0,131.0
3,1217,4.0,1050.0,4.0,2.0,90.0
3,1242,2.0,1238.0,2.0,1.0,67.32
3,358,2.0,814.0,2.0,1.0,42.0
0,382,2.0,1145.0,2.0,1.0,46.5
3,1190,2.0,965.0,2.0,1.0,34.0
3,1306,2.0,750.0,2.0,1.0,36.0
0,194,3.0,1300.0,2.0,2.0,55.0
3,29,3.0,1590.0,3.0,3.0,131.0
3,232,1.0,644.0,1.0,1.0,40.0
3,1252,2.0,982.0,2.0,1.0,37.0
3,563,2.0,1260.0,2.0,2.0,100.0
3,999,3.0,1555.0,3.0,2.0,75.17
3,637,2.0,1225.0,2.0,2.0,48.0
3,422,2.0,1085.0,2.0,1.0,46.0
3,976,3.0,1640.0,3.0,2.0,220.0
0,1148,3.0,1595.0,3.0,1.0,110.0
3,972,2.0,1196.0,2.0,2.0,40.44
3,1261,3.0,1859.0,3.0,1.0,108.0
3,77,2.0,1079.0,2.0,1.0,60.0
3,1252,2.0,1118.0,2.0,1.0,42.0
3,292,2.0,1198.0,2.0,2.0,60.0
3,304,3.0,1162.5,2.0,2.0,30.215
3,1153,3.0,1830.0,4.0,2.0,135.0
3,205,2.0,1160.0,2.0,1.0,59.0
3,1306,3.0,1485.0,2.0,1.0,156.0
3,416,3.0,2070.0,3.0,3.0,135.0
2,225,5.0,2400.0,4.0,1.0,310.0
3,216,2.0,1268.0,2.0,1.0,69.0
3,216,3.0,1450.0,2.0,2.0,87.0
0,1306,3.0,1600.0,2.0,2.0,75.0
3,1179,3.0,1330.0,2.0,1.0,57.0
3,584,3.0,1355.0,2.0,2.0,65.0
3,85,2.0,1100.0,2.0,1.0,38.49
3,326,2.0,1075.0,2.0,1.0,46.76
3,758,2.0,800.0,2.0,1.0,55.0
0,1306,2.0,900.0,1.0,1.0,44.0
3,506,2.0,1140.0,2.0,1.0,42.0
3,437,3.0,1480.0,2.0,2.0,125.0
3,907,3.0,1710.0,2.0,2.0,90.63
3,1141,3.0,2106.0,3.0,3.0,148.0
2,1306,3.0,3800.0,2.0,2.0,130.0
2,1187,3.0,800.0,3.0,2.0,120.0
3,799,2.0,1602.0,2.0,2.0,104.0
3,1039,3.0,1660.0,2.0,2.0,116.0
3,419,3.0,1549.0,3.0,2.0,80.0
3,799,1.0,700.0,1.0,1.0,38.0
3,188,2.0,1012.0,2.0,1.0,64.0
3,1252,2.0,1216.0,2.0,1.0,69.0
3,419,2.0,1065.0,2.0,1.0,56.13
3,1148,3.0,1411.0,3.0,1.0,93.15
3,908,2.0,1400.0,2.0,2.0,57.5
3,542,3.0,1250.0,3.0,2.0,29.0
3,506,2.0,1245.0,2.0,3.0,62.0
3,336,2.0,1115.0,2.0,1.0,50.0
3,1216,2.0,1000.0,2.0,1.0,35.0
3,1115,3.0,1800.0,3.0,2.0,90.0
3,813,2.0,1500.0,2.0,2.0,130.0
3,715,3.0,1275.0,3.0,2.0,44.0
3,670,3.0,1494.0,3.0,2.0,82.0
3,252,3.0,1949.0,3.0,2.0,129.0
3,177,2.0,1020.0,2.0,1.0,46.5
3,837,2.0,883.0,2.0,1.0,45.0
0,895,4.0,3200.0,4.0,2.0,280.0
3,1306,3.0,2010.0,3.0,3.0,125.0
3,1267,2.0,1240.0,2.0,2.0,80.0
3,67,2.0,1213.0,2.0,1.0,63.0
3,515,3.0,1835.0,3.0,3.0,88.0
3,216,4.0,2932.0,5.0,2.0,195.0
0,1252,4.0,3425.0,5.0,2.0,250.0
3,1306,3.0,1504.0,2.0,2.0,100.0
3,745,3.0,1569.0,3.0,2.0,150.0
3,509,3.0,1755.0,3.0,2.0,130.0
3,1222,3.0,1760.0,3.0,2.0,140.0
3,530,2.0,1240.0,2.0,3.0,43.94
3,422,3.0,1450.0,3.0,2.0,72.54
2,1074,1.0,3820.0,1.0,1.0,306.0
3,1161,5.0,2000.0,4.0,2.0,145.0
3,336,2.0,1215.0,2.0,2.0,59.0
3,1260,3.0,1330.0,3.0,3.0,73.5
3,972,2.0,1178.0,2.0,1.0,75.0
2,549,4.0,1500.0,4.0,3.0,192.0
3,1076,2.0,2040.0,2.0,2.0,59.0
3,236,3.0,2000.0,3.0,2.0,85.0
3,1064,3.0,1602.0,2.0,1.0,165.0
2,1306,4.0,1200.0,4.0,1.0,130.0
0,1306,3.0,1800.0,3.0,1.0,220.0
2,360,3.0,2400.0,2.0,1.0,152.0
3,1039,3.0,1700.0,3.0,3.0,108.0
0,606,3.0,1200.0,3.0,2.0,65.0
2,669,3.0,1240.0,3.0,2.0,165.0
0,1252,3.0,3000.0,3.0,2.0,400.0
0,664,3.0,1737.0,3.0,3.0,85.0
0,1306,3.0,1280.0,2.0,1.0,48.0
3,292,2.0,1560.0,2.0,2.0,85.0
3,650,2.0,883.0,2.0,1.0,44.0
3,690,2.0,750.0,2.0,1.0,33.0
3,277,4.0,2400.0,3.0,3.0,140.0
3,254,2.0,900.0,2.0,1.0,45.0
3,535,2.0,1030.0,2.0,1.0,49.35
3,72,3.0,1850.0,3.0,2.0,155.0
0,522,3.0,1831.0,3.0,1.0,110.0
3,1306,2.0,1095.0,2.0,1.0,38.33
0,72,2.0,1000.0,2.0,1.0,61.0
3,278,3.0,1820.0,3.0,2.0,85.4
3,268,3.0,1075.0,2.0,1.0,41.0
3,417,2.0,1140.0,2.0,1.0,70.93
3,310,2.0,1145.0,2.0,2.0,58.4
3,1306,3.0,1862.0,3.0,3.0,120.0
3,5,2.0,947.0,2.0,2.0,43.0
0,1306,4.0,1559.6266939129125,4.0,2.0,211.0
2,305,3.0,700.0,3.0,2.0,195.0
3,641,2.0,1120.0,2.0,2.0,40.0
0,1306,3.0,2700.0,3.0,3.0,200.0
3,637,3.0,1805.0,2.0,2.0,75.0
3,223,2.0,1100.0,2.0,3.0,93.0
0,1306,3.0,1677.0,3.0,2.0,98.0
3,1179,3.0,1560.0,3.0,3.0,74.0
3,142,3.0,2060.0,3.0,2.0,150.0
3,509,3.0,1864.0,3.0,1.0,140.0
0,422,1.0,638.0,1.0,1.0,32.0
3,304,2.0,937.0,2.0,1.0,30.0
0,521,3.0,1490.0,2.0,1.0,115.0
3,1252,2.0,1100.0,2.0,1.0,37.0
3,1153,2.0,1000.0,2.0,2.0,48.53
3,533,2.0,1060.0,2.0,1.0,37.0
3,731,2.0,1047.0,2.0,1.0,91.0
0,225,2.0,1200.0,2.0,2.0,80.0
3,98,3.0,1420.0,2.0,2.0,75.0
3,1039,3.0,1539.0,3.0,2.0,85.0
3,1146,3.0,1550.0,3.0,1.0,59.0
3,670,3.0,1555.0,3.0,3.0,82.0
3,1054,3.0,1553.0,3.0,3.0,68.0
3,419,2.0,920.0,2.0,2.0,26.0
3,604,3.0,1740.0,3.0,3.0,120.0
3,889,3.0,1855.0,3.0,2.0,145.0
3,731,3.0,1724.0,3.0,1.0,146.0
3,160,2.0,1020.0,2.0,2.0,60.0
3,1179,3.0,1250.0,2.0,1.0,50.0
3,1033,3.0,1450.0,3.0,2.0,75.0
3,1159,2.0,1200.0,2.0,2.0,80.0
0,506,2.0,1140.0,2.0,2.0,58.0
2,542,5.0,900.0,5.0,2.0,110.0
3,216,3.0,1450.0,3.0,1.0,44.0
2,606,2.0,1500.0,2.0,2.0,25.49
3,664,2.0,700.0,2.0,1.0,35.07
2,1252,3.0,1200.0,3.0,1.0,56.0
3,1261,2.0,1050.0,2.0,1.0,45.0
3,1089,3.0,1600.0,3.0,3.0,69.0
3,216,3.0,1625.0,2.0,3.0,75.0
3,1245,2.0,1492.0,2.0,2.0,65.0
3,1039,3.0,1489.0,2.0,3.0,82.0
3,658,3.0,1560.0,2.0,2.0,62.38
3,506,2.0,1140.0,2.0,2.0,42.0
3,1306,3.0,1431.0,3.0,2.0,65.0
3,757,3.0,1682.0,3.0,1.0,114.0
3,914,2.0,1198.0,2.0,1.0,86.26
2,901,3.0,3664.0,3.0,2.0,325.0
3,1039,3.0,1550.0,2.0,2.0,69.75
3,702,2.0,1026.0,2.0,1.0,45.0
0,518,3.0,1260.0,2.0,2.0,52.0
0,1037,4.0,1200.0,4.0,1.0,85.0
0,152,3.0,2400.0,3.0,3.0,120.0
3,1159,2.0,1200.0,2.0,2.0,79.55
2,731,4.0,2500.0,5.0,2.0,350.0
3,1039,3.0,1186.0,2.0,2.0,40.0
3,1148,2.0,1039.0,2.0,2.0,39.5
2,776,4.0,1500.0,5.0,3.0,233.0
2,466,5.0,1500.0,4.0,1.0,100.0
3,786,3.0,2520.0,3.0,2.0,150.0
0,277,2.0,1225.0,2.0,2.0,66.5
0,269,2.0,1350.0,2.0,2.0,72.0
3,1306,2.0,1030.0,2.0,2.0,300.0
0,1252,3.0,1550.0,2.0,2.0,49.6
3,530,3.0,1490.0,3.0,2.0,79.0
3,1306,3.0,1520.0,3.0,2.0,111.0
0,1306,3.0,1391.0,2.0,3.0,64.5
3,964,2.0,1200.0,2.0,2.0,50.0
2,1306,4.0,1200.0,4.0,2.0,86.0
3,1261,2.0,1322.0,2.0,2.0,80.0
3,1252,3.0,2173.0,3.0,2.0,128.0
3,1039,2.0,1200.0,2.0,2.0,75.0
3,1159,2.0,1200.0,2.0,2.0,47.0
3,837,2.0,1170.0,2.0,2.0,65.0
3,841,2.0,1125.0,2.0,2.0,45.56
3,1056,2.0,1250.0,2.0,2.0,90.0
3,1261,3.0,1075.0,2.0,2.0,36.0
3,1306,3.0,1900.0,2.0,2.0,190.0
0,1252,3.0,1435.0,3.0,2.0,45.0
3,422,2.0,1175.0,2.0,2.0,64.98
0,1306,2.0,900.0,2.0,1.0,33.0
2,606,4.0,3170.0,5.0,2.0,230.0
3,1064,3.0,1602.0,2.0,1.0,170.0
3,1148,2.0,1220.0,2.0,2.0,42.0
3,976,3.0,2500.0,3.0,3.0,350.0
3,1039,3.0,2145.0,3.0,3.0,180.0
3,216,2.0,960.0,2.0,3.0,58.0
3,839,1.0,907.0,1.0,1.0,38.0
3,896,2.0,1210.0,2.0,1.0,74.0
2,653,4.0,900.0,4.0,1.0,150.0
3,1306,2.0,1230.0,2.0,2.0,70.0
3,62,3.0,1350.0,2.0,1.0,75.0
3,686,2.0,1150.0,2.0,2.0,58.0
3,889,2.0,1050.0,2.0,3.0,48.0
3,1261,2.0,1285.0,2.0,2.0,56.0
3,535,2.0,1018.0,2.0,1.0,50.8
2,542,3.0,1200.0,3.0,2.0,57.0
3,416,3.0,1600.0,3.0,3.0,95.0
3,77,2.0,1480.0,2.0,1.0,80.0
3,98,3.0,1435.0,3.0,3.0,53.0
3,292,3.0,1590.0,2.0,3.0,85.0
2,542,2.0,1730.0,2.0,2.0,28.545
3,194,2.0,1181.0,2.0,1.0,75.0
3,688,3.0,1741.0,3.0,2.0,80.0
3,575,3.0,1750.0,3.0,1.0,123.0
3,1191,2.0,1050.0,2.0,2.0,42.7
3,1168,2.0,1027.0,2.0,1.0,60.0
0,1049,3.0,1600.0,3.0,2.0,70.0
3,1025,2.0,1000.0,2.0,1.0,60.0
3,1190,2.0,1120.0,2.0,2.0,44.24
3,1306,2.0,1200.0,2.0,2.0,35.0
3,673,3.0,1570.0,3.0,2.0,110.0
3,713,3.0,1500.0,3.0,1.0,135.0
0,428,2.0,1315.0,2.0,2.0,140.0
3,419,2.0,1140.0,2.0,1.0,33.84
3,194,2.0,1105.0,2.0,2.0,90.0
0,417,2.0,1200.0,2.0,1.0,34.65
3,1252,1.0,905.0,1.0,1.0,62.0
3,722,2.0,1185.0,2.0,1.0,50.0
3,713,2.0,1083.0,2.0,1.0,100.0
3,999,3.0,1458.0,3.0,2.0,60.0
3,535,3.0,1555.0,3.0,2.0,75.0
0,1306,2.0,1200.0,2.0,2.0,45.0
3,1039,2.0,1308.0,2.0,1.0,58.86
3,721,2.0,1024.0,2.0,2.0,44.0
3,658,3.0,1450.0,3.0,1.0,75.0
3,1054,3.0,1639.0,3.0,3.0,120.0
3,522,2.0,1232.0,2.0,1.0,87.0
3,670,3.0,1719.0,3.0,1.0,184.0
3,1306,3.0,2000.0,4.0,2.0,130.0
3,584,2.0,1230.0,2.0,1.0,79.0
2,1306,4.0,1350.0,4.0,2.0,140.0
3,626,2.0,1076.0,2.0,2.0,67.0
3,1306,3.0,995.0,2.0,2.0,34.82
3,703,3.0,2120.0,3.0,2.0,177.0
3,417,2.0,1096.0,2.0,2.0,40.55
3,533,2.0,1107.83,2.0,1.0,41.51
3,1039,2.0,1320.0,2.0,2.0,115.0
3,1252,2.0,1320.0,2.0,1.0,99.26
3,1252,3.0,2901.0,4.0,2.0,190.0
0,433,3.0,1315.0,2.0,2.0,65.0
3,1306,2.0,1000.0,2.0,1.0,44.0
3,539,3.0,1596.0,3.0,3.0,79.8
3,216,3.0,1750.0,3.0,2.0,130.0
2,1252,4.0,2403.0,4.0,2.0,270.0
3,896,3.0,1350.0,3.0,2.0,47.25
3,896,4.0,4062.5,2.0,2.0,341.0
3,1306,2.0,1175.0,2.0,2.0,79.0
3,1141,2.0,921.0,2.0,1.0,29.47
3,1118,3.0,1713.0,3.0,3.0,125.0
0,74,3.0,1900.0,4.0,1.0,90.0
3,722,3.0,1664.0,3.0,2.0,68.0
3,267,3.0,1795.0,3.0,2.0,139.0
0,530,2.0,1240.0,2.0,3.0,65.0
3,515,3.0,1965.0,4.0,2.0,132.0
2,1038,4.0,4111.0,4.0,1.0,370.0
3,422,2.0,1200.0,2.0,2.0,59.76
3,437,2.0,1112.0,2.0,3.0,68.0
0,972,3.0,3000.0,3.0,2.0,60.0
3,773,2.0,1136.0,2.0,3.0,64.5
3,606,2.0,914.0,2.0,2.0,55.0
3,928,3.0,1270.0,2.0,1.0,50.79
3,964,2.0,1050.0,2.0,2.0,47.25
3,799,3.0,1385.0,2.0,2.0,68.5
3,816,2.0,990.0,2.0,3.0,35.0
0,1261,2.0,845.0,2.0,2.0,43.0
3,1252,2.0,1485.0,2.0,1.0,96.51
3,658,3.0,1460.0,2.0,3.0,43.79
3,1148,2.0,1450.0,2.0,1.0,57.0
0,494,3.0,1360.0,2.0,1.0,53.0
0,1084,2.0,1375.0,2.0,3.0,58.0
3,1179,2.0,1125.0,2.0,1.0,48.0
3,194,1.0,720.0,1.0,1.0,60.0
3,72,3.0,1460.0,2.0,2.0,100.0
0,475,2.0,1107.0,2.0,2.0,40.0
0,1306,2.0,1158.0,2.0,3.0,75.0
3,1260,2.0,800.0,1.0,1.0,30.0
3,252,3.0,1760.0,3.0,2.0,128.0
2,1306,4.0,3200.0,4.0,2.0,200.0
0,1138,3.0,1350.0,3.0,1.0,60.0
0,552,2.0,1125.0,2.0,1.0,32.49
3,428,3.0,1706.0,3.0,3.0,154.0
3,177,3.0,1600.0,3.0,2.0,112.0
3,1252,3.0,1755.0,3.0,3.0,101.0
3,549,2.0,1200.0,2.0,1.0,50.0
3,169,2.0,1200.0,2.0,2.0,67.0
3,1306,3.0,1800.0,3.0,2.0,90.0
2,1053,3.0,1200.0,4.0,1.0,275.0
3,41,3.0,1300.0,3.0,2.0,64.0
2,1306,3.0,800.0,3.0,3.0,60.0
3,972,2.0,1128.0,2.0,2.0,40.0
2,1306,2.0,2000.0,2.0,1.0,160.0
3,914,2.0,1210.0,2.0,1.0,80.0
3,972,2.0,1151.0,2.0,2.0,39.0
3,417,2.0,1017.0,2.0,2.0,27.0
0,1039,2.0,920.0,2.0,1.0,40.0
2,493,4.0,1200.0,3.0,1.0,180.0
2,1306,5.0,1000.0,5.0,2.0,140.0
3,832,3.0,1750.0,3.0,3.0,86.5
0,358,2.0,1163.0,2.0,1.0,65.0
3,72,3.0,1650.0,3.0,3.0,110.0
3,732,3.0,1800.0,3.0,3.0,95.0
3,292,2.0,1100.0,2.0,1.0,58.0
0,948,2.0,1200.0,2.0,2.0,60.0
3,437,3.0,1410.0,3.0,2.0,65.0
3,232,3.0,1933.0,3.0,2.0,98.0
3,232,2.0,1200.0,2.0,2.0,45.6
3,1252,3.0,1608.0,2.0,3.0,63.0
2,1306,4.0,2679.0,5.0,2.0,280.0
3,534,2.0,1156.0,2.0,2.0,46.9
3,670,1.0,770.0,1.0,1.0,43.82
3,139,3.0,1777.26,3.0,2.0,105.0
3,664,2.0,1339.0,2.0,2.0,85.0
0,1039,3.0,3044.0,3.0,2.0,183.0
0,1306,2.0,1080.0,2.0,2.0,44.8
2,844,2.0,2400.0,2.0,2.0,135.0
0,549,3.0,1450.0,3.0,3.0,72.0
3,716,2.0,1075.0,2.0,2.0,53.0
3,1039,3.0,1163.0,2.0,2.0,62.0
2,799,4.0,3090.0,4.0,2.0,325.0
0,513,2.0,1299.0,2.0,1.0,100.0
3,493,2.0,1170.0,2.0,2.0,75.0
3,575,3.0,2195.0,2.0,2.0,152.0
3,1261,4.0,2600.0,4.0,3.0,175.0
3,626,2.0,1140.0,2.0,1.0,43.32
3,664,3.0,1900.0,3.0,3.0,125.0
0,271,2.0,1090.0,2.0,1.0,31.48
3,417,2.0,1110.0,2.0,1.0,39.95
3,489,2.0,1089.0,2.0,1.0,60.0
2,1306,2.0,880.0,2.0,1.0,48.0
0,694,2.0,1080.0,2.0,2.0,32.0
3,1148,2.0,1093.0,2.0,1.0,68.1
3,203,3.0,1480.0,3.0,1.0,75.48
3,515,3.0,1703.0,3.0,2.0,125.0
3,513,2.0,1200.0,2.0,1.0,60.0
3,799,3.0,1690.0,3.0,2.0,116.0
3,1261,2.0,1305.0,2.0,1.0,78.0
3,1141,3.0,1257.0,2.0,2.0,40.22
3,1306,2.0,1150.0,2.0,2.0,45.0
0,1306,3.0,2000.0,3.0,1.0,90.0
2,126,3.0,1500.0,4.0,1.0,99.0
0,533,2.0,980.0,2.0,1.0,38.19
2,539,3.0,1200.0,2.0,1.0,100.0
3,1252,3.0,2225.0,3.0,1.0,149.0
3,144,2.0,1022.0,2.0,2.0,57.0
0,869,2.0,1153.0,2.0,2.0,45.0
3,908,2.0,1175.0,2.0,2.0,60.0
0,1216,3.0,1560.0,3.0,3.0,68.0
0,1262,1.0,650.0,1.0,1.0,17.0
3,264,2.0,1350.0,3.0,2.0,55.0
2,1306,2.0,1200.0,2.0,1.0,76.0
3,1306,2.0,1200.0,1.0,1.0,54.0
3,304,2.0,800.0,2.0,1.0,25.0
3,417,4.0,2093.0,4.0,1.0,104.0
3,1179,3.0,1320.0,2.0,2.0,55.44
3,216,2.0,1275.0,2.0,1.0,73.0
3,232,2.0,1215.0,2.0,2.0,43.13
3,232,3.0,1444.0,2.0,2.0,71.5
3,1306,2.0,950.0,2.0,2.0,38.0
3,907,2.0,1000.0,1.0,2.0,90.0
3,202,3.0,1240.0,2.0,2.0,59.52
3,518,2.0,1231.0,2.0,2.0,50.0
3,242,2.0,1300.0,2.0,1.0,120.0
3,1267,3.0,1713.0,3.0,2.0,110.0
0,1039,3.0,3004.0,4.0,2.0,158.0
3,589,2.0,790.0,2.0,1.0,49.5
3,713,3.0,1744.0,3.0,1.0,200.0
3,111,3.0,1605.0,3.0,2.0,100.0
3,1252,2.0,1250.0,2.0,2.0,82.0
3,786,3.0,2476.0,3.0,3.0,337.0
0,1115,3.0,1260.0,2.0,2.0,76.0
3,976,3.0,1615.0,3.0,1.0,175.0
3,1261,2.0,1180.0,2.0,1.0,56.0
3,1179,3.0,1255.0,2.0,2.0,50.19
3,417,2.0,1025.0,2.0,1.0,53.9
3,1039,3.0,1877.0,4.0,2.0,150.0
0,745,3.0,1649.0,3.0,2.0,150.0
0,518,5.0,2500.0,5.0,2.0,125.0
0,391,3.0,1542.0,3.0,2.0,98.0
2,304,2.0,1200.0,2.0,1.0,65.0
3,1039,2.0,1115.0,2.0,2.0,43.0
3,474,3.0,1680.0,4.0,3.0,95.0
3,896,2.0,1171.0,2.0,2.0,72.0
3,1168,2.0,1027.0,2.0,1.0,68.62
3,1059,3.0,1700.0,3.0,3.0,75.0
3,658,2.0,1090.0,2.0,2.0,38.15
3,522,2.0,1232.0,2.0,1.0,74.0
3,126,2.0,766.0,2.0,2.0,28.0
3,536,3.0,1559.6266939129125,3.0,1.0,109.0
0,575,3.0,1452.0,2.0,1.0,41.0
3,336,3.0,1254.0,2.0,1.0,65.0
3,664,3.0,1593.0,3.0,1.0,118.0
3,556,2.0,1333.0,2.0,2.0,77.27
0,1306,3.0,1100.0,3.0,1.0,110.0
3,972,3.0,1375.0,2.0,1.0,54.99
3,139,3.0,1650.0,3.0,3.0,82.0
3,1148,3.0,1430.0,2.0,2.0,51.48
0,417,2.0,940.0,2.0,1.0,54.0
3,232,2.0,1160.0,2.0,2.0,36.54
3,417,3.0,1500.0,2.0,1.0,77.5
3,713,3.0,1890.0,2.0,1.0,100.0
0,1306,2.0,1050.0,2.0,1.0,70.0
3,506,2.0,1027.0,2.0,2.0,43.0
3,1252,3.0,1495.0,2.0,2.0,61.28
2,1054,3.0,3000.0,4.0,2.0,235.0
3,1168,3.0,1459.0,2.0,1.0,95.0
3,1261,3.0,1711.0,3.0,3.0,85.61
3,530,2.0,1250.0,2.0,2.0,98.0
2,118,2.0,875.0,2.0,1.0,57.0
0,990,2.0,1334.0,2.0,1.0,67.0
0,552,2.0,1140.0,2.0,1.0,32.92
2,114,3.0,1200.0,5.0,2.0,200.0
3,976,3.0,1776.0,3.0,1.0,190.0
3,1153,3.0,2072.0,4.0,2.0,160.0
2,731,3.0,1600.0,3.0,2.0,170.0
3,690,2.0,920.0,2.0,3.0,39.0
2,851,4.0,1310.0,3.0,3.0,95.0
3,417,3.0,1631.0,3.0,2.0,80.0
0,589,3.0,1395.0,3.0,3.0,82.0
3,1306,3.0,2000.0,3.0,2.0,105.0
3,522,2.0,1232.0,2.0,1.0,66.0
3,1306,2.0,1075.0,2.0,1.0,55.0
3,478,2.0,1205.0,2.0,2.0,70.0
2,1306,4.0,1200.0,4.0,2.0,165.0
3,999,3.0,1179.0,2.0,1.0,55.0
3,703,2.0,1013.0,2.0,1.0,51.0
3,1179,2.0,1160.0,2.0,2.0,40.6
3,72,2.0,1200.0,2.0,2.0,62.5
3,1179,3.0,1255.0,2.0,3.0,50.19
0,1006,3.0,1100.0,2.0,1.0,145.0
0,1028,2.0,1069.0,2.0,1.0,55.0
2,1306,3.0,1200.0,3.0,2.0,99.0
3,722,1.0,1400.0,1.0,1.0,285.0
3,799,2.0,1065.0,2.0,2.0,55.0
0,514,3.0,1725.0,2.0,1.0,165.0
0,1306,2.0,1007.0,2.0,2.0,43.0
0,688,3.0,1436.0,2.0,2.0,55.0
3,837,2.0,940.0,2.0,1.0,43.61
3,513,3.0,2850.0,5.0,3.0,343.0
0,563,3.0,1740.0,3.0,2.0,191.0
3,382,3.0,1829.0,3.0,2.0,125.0
2,1252,4.0,1800.0,4.0,3.0,178.0
3,155,2.0,1000.0,2.0,1.0,60.0
2,1217,5.0,800.0,4.0,2.0,98.0
3,1306,2.0,675.0,1.0,1.0,15.0
3,513,2.0,1390.0,2.0,2.0,95.0
3,745,3.0,1500.0,3.0,2.0,104.0
3,1222,3.0,2047.0,3.0,2.0,136.0
3,584,2.0,1202.0,2.0,1.0,79.0
3,701,2.0,1012.0,2.0,1.0,59.0
3,484,3.0,2132.0,3.0,3.0,80.0
2,972,4.0,1350.0,4.0,3.0,340.0
3,1252,1.0,605.0,1.0,1.0,40.0
3,509,2.0,1331.0,2.0,1.0,88.0
2,1025,2.0,1200.0,2.0,1.0,136.0
3,99,3.0,1280.0,2.0,2.0,49.0
3,188,2.0,1007.0,2.0,1.0,62.0
3,1148,3.0,1370.0,2.0,1.0,61.0
3,643,2.0,925.0,2.0,2.0,35.0
0,924,4.0,1200.0,4.0,1.0,140.0
3,522,2.0,1341.0,2.0,1.0,95.0
3,41,3.0,1350.0,2.0,2.0,47.25
3,1168,2.0,992.0,2.0,1.0,60.0
3,1179,2.0,1163.0,2.0,2.0,68.0
3,1039,2.0,1229.0,2.0,2.0,70.0
3,419,2.0,1219.0,2.0,1.0,61.26
3,972,3.0,1525.0,2.0,2.0,99.13
3,670,2.0,1147.0,2.0,1.0,60.0
